condition,iteration,sig_n,nonsig_n,sig_median_delta_h1_zero,nonsig_median_delta_h1_zero,median_diff_delta_h1_zero,sig_median_delta_lambda2,nonsig_median_delta_lambda2,median_diff_delta_lambda2,sig_median_delta_aspl,nonsig_median_delta_aspl,median_diff_delta_aspl
false_session_matching,136.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,-0.003186287572428448,0.2476402238766382,-0.25082651144906665,-0.06296955598421672,-0.05289240933621775,-0.010077146647998969
false_session_matching,137.0,17,9,0.0,0.14285714285714285,-0.14285714285714285,0.18590042719994848,0.25870255544191156,-0.07280212824196308,-0.024536277942009743,0.11740688304738311,-0.14194316098939286
false_session_matching,138.0,16,10,0.045112781954887216,-0.015037593984962405,0.06015037593984962,0.05456761545730737,-0.16475741421485868,0.21932502967216605,-0.010402138245751535,-0.041071316450692175,0.03066917820494064
false_session_matching,139.0,17,9,0.09022556390977443,0.14285714285714285,-0.05263157894736842,0.22222619391490506,0.05839162806836384,0.1638345658465412,-0.03871171628639258,-0.10187006187232317,0.06315834558593059
false_session_matching,140.0,15,11,0.09022556390977443,0.0,0.09022556390977443,-0.11683564384641265,0.020136245403283404,-0.13697188924969605,0.04860479344086088,0.09708791091600277,-0.04848311747514189
false_session_matching,141.0,17,9,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,-0.03753763455085224,0.05092489064433803,-0.08846252519519027,0.02914313997988005,0.10947981843243149,-0.08033667845255144
false_session_matching,142.0,18,8,0.04887218045112782,0.018796992481203006,0.03007518796992481,0.25988795317041036,0.21504401702199272,0.04484393614841764,-0.12437976190440558,0.028198978651995166,-0.15257874055640075
false_session_matching,143.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,0.18379204062707322,0.24937412029440953,-0.06558207966733631,-0.03308371447111291,-0.10187006187232317,0.06878634740121026
false_session_matching,144.0,15,11,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.14715834587656706,-0.1283145569704387,0.27547290284700576,-0.014957103125144755,-0.07801260911876673,0.06305550599362197
false_session_matching,145.0,16,10,-0.02631578947368421,0.11654135338345864,-0.14285714285714285,-0.023506595090411198,0.32714849718812644,-0.35065509227853764,-0.060493256716400934,-0.11080903017808896,0.05031577346168803
false_session_matching,146.0,18,8,-0.015037593984962405,0.05639097744360902,-0.07142857142857142,-0.040073159601232256,0.40941502766427007,-0.4494881872655023,-0.040442282160786824,0.02621802691729669,-0.06666030907808351
false_session_matching,147.0,16,10,-0.007518796992481203,-0.03383458646616541,0.02631578947368421,-0.07444632772690696,0.11287590921670798,-0.18732223694361494,-0.004073162910496864,-0.14373669757649798,0.13966353466600112
false_session_matching,148.0,16,10,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.22433913419760665,0.28601763220930865,-0.061678498011702,-0.15344465728488133,-0.1835175656170125,0.030072908332131165
false_session_matching,149.0,14,12,0.06390977443609022,0.018796992481203006,0.045112781954887216,0.23523347846120712,-0.15673343118655114,0.39196690964775827,-0.11532844025334654,0.0249549860031284,-0.14028342625647494
false_session_matching,150.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,-0.12792603786905188,0.4114723365936861,-0.539398374462738,0.10153387886956367,-0.14231069466538404,0.2438445735349477
false_session_matching,151.0,16,10,0.09022556390977443,-0.03383458646616541,0.12406015037593984,-0.03821455896069037,-0.03844875867412001,0.0002341997134296392,-0.16018102000813572,0.07591660970733605,-0.23609762971547177
false_session_matching,152.0,15,11,-0.015037593984962405,0.03759398496240601,-0.05263157894736842,-0.053086881140029796,-0.09070280501084316,0.03761592387081336,-0.024037519735585988,-0.10755233119464824,0.08351481145906225
false_session_matching,153.0,20,6,0.05639097744360902,0.011278195488721804,0.045112781954887216,0.12334452977243116,0.4546191244287132,-0.33127459465628206,-0.09945449871247014,0.08304320277365385,-0.182497701486124
false_session_matching,154.0,20,6,-0.015037593984962405,0.11654135338345864,-0.13157894736842105,-0.05047768867040836,-0.09826886934000956,0.047791180669601196,-0.08681195272087838,-0.07617301023647172,-0.010638942484406666
false_session_matching,155.0,20,6,0.09022556390977443,0.11654135338345864,-0.02631578947368421,-0.062209994039544414,1.0817186411958375,-1.143928635235382,-0.05838894412769946,-0.2703424967700656,0.21195355264236615
false_session_matching,156.0,16,10,0.09022556390977443,-0.07894736842105263,0.16917293233082706,0.3843496964989688,0.11113048514083834,0.27321921135813043,-0.15070375214834653,-0.15078747678772686,8.37246393803337e-05
false_session_matching,157.0,13,13,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,-0.053086881140029796,0.07747191088604088,-0.13055879202607068,-0.024536277942009743,0.04649188687597139,-0.07102816481798113
false_session_matching,158.0,21,5,0.0,-0.05263157894736842,0.05263157894736842,-0.06837698494707567,0.5437785165322597,-0.6121555014793354,-0.05381870333378469,-0.05289240933621775,-0.0009262939975669404
false_session_matching,159.0,18,8,0.09022556390977443,0.05639097744360902,0.03383458646616541,0.04745952930518493,0.015991506094156005,0.03146802321102893,-0.10937809345951988,0.009211241109044366,-0.11858933456856424
false_session_matching,160.0,15,11,0.09022556390977443,-0.05263157894736842,0.14285714285714285,-0.07643607821365084,0.16383899101026378,-0.24027506922391462,-0.11561643387743326,-0.08119384436931876,-0.0344225895081145
false_session_matching,161.0,18,8,0.03007518796992481,-0.02631578947368421,0.05639097744360902,0.289522403289072,0.153540062111013,0.13598234117805896,-0.04227193468764301,-0.10467218106084641,0.062400246373203405
false_session_matching,162.0,17,9,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.0847374167904138,0.013647491471572515,-0.09838490826198631,0.033968051227179163,0.10105450945782213,-0.06708645823064296
false_session_matching,163.0,18,8,0.0037593984962406013,0.14285714285714285,-0.13909774436090225,0.04241102348199344,0.4543898763062013,-0.4119788528242079,-0.034851982993232555,-0.14832727305711713,0.11347529006388457
false_session_matching,164.0,17,9,0.03759398496240601,-0.015037593984962405,0.05263157894736842,-0.01207601437520367,-0.20469352099177662,0.19261750661657295,-0.06257166733814712,0.03660554444795405,-0.09917721178610117
false_session_matching,165.0,13,13,-0.10526315789473684,-0.05263157894736842,-0.05263157894736842,-0.051488187483685,-0.1283145569704387,0.0768263694867537,-0.06296955598421672,-0.0447589146290337,-0.01821064135518302
false_session_matching,166.0,17,9,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.08893922558273237,-0.09070280501084316,0.17964203059357553,-0.10645497663215542,0.024500273712992904,-0.13095525034514832
false_session_matching,167.0,17,9,0.022556390977443608,0.09022556390977443,-0.06766917293233082,-0.04263101283072279,0.16383899101026378,-0.20647000384098657,-0.03494463097370115,-0.14858350285808242,0.11363887188438127
false_session_matching,168.0,18,8,-0.007518796992481203,0.08270676691729323,-0.09022556390977443,0.21569541626272404,0.36554759648151447,-0.14985218021879043,-0.03439697014357779,-0.19079550012726143,0.15639852998368364
false_session_matching,169.0,17,9,0.022556390977443608,-0.05263157894736842,0.07518796992481203,-0.03257839239374105,0.2393750939578938,-0.27195348635163485,-0.0832816053561003,0.09046601932838305,-0.17374762468448335
false_session_matching,170.0,14,12,-0.02631578947368421,0.09022556390977443,-0.11654135338345864,-0.04192965745699806,0.19016422709563208,-0.23209388455263014,-0.04430613787569504,-0.11530793666289185,0.07100179878719681
false_session_matching,171.0,15,11,0.0,-0.015037593984962405,0.015037593984962405,0.1205041484409608,0.05092489064433803,0.06957925779662277,-0.0190082575690389,0.05134094633732733,-0.07034920390636623
false_session_matching,172.0,17,9,0.09022556390977443,0.022556390977443608,0.06766917293233082,-0.028004539225850333,-0.22085012185279673,0.1928455826269464,-0.08643400528808831,-0.05289240933621775,-0.03354159595187056
false_session_matching,173.0,16,10,0.011278195488721804,-0.03383458646616541,0.045112781954887216,-0.047686530080712775,0.1578764625717861,-0.2055629926524989,-0.10181207637943168,-0.18910638720299966,0.08729431082356798
false_session_matching,174.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,-0.1058814005548534,1.1604564053413369,-1.2663378058961903,-0.0432045942720829,-0.16498067789693405,0.12177608362485115
false_session_matching,175.0,15,11,0.07518796992481203,-0.015037593984962405,0.09022556390977443,-0.17143027869071492,0.21253820817369284,-0.38396848686440777,-0.02709307294641361,-0.10051662341421874,0.07342355046780513
false_session_matching,176.0,16,10,-0.015037593984962405,0.11654135338345864,-0.13157894736842105,0.14346569513510432,0.11329522969015549,0.030170465444948835,-0.1391390719301242,0.08684327654226576,-0.22598234847238996
false_session_matching,177.0,16,10,-0.03383458646616541,0.018796992481203006,-0.05263157894736842,-0.265191107057833,-0.06959115149280048,-0.1955999555650325,-0.01686849035516036,0.0003287033228387415,-0.0171971936779991
false_session_matching,178.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,-0.19606062533225188,0.16383899101026378,-0.35989961634251566,0.05271527830752998,-0.021489531023707542,0.07420480933123752
false_session_matching,179.0,17,9,0.03759398496240601,-0.015037593984962405,0.05263157894736842,0.0323435316785301,-0.04872193892725063,0.08106547060578073,-0.05016000515485608,-0.07377482122478618,0.0236148160699301
false_session_matching,180.0,17,9,-0.015037593984962405,-0.015037593984962405,0.0,0.1205041484409608,-0.32163109620723285,0.44213524464819365,0.033968051227179163,0.05494928324605608,-0.020981232018876916
false_session_matching,181.0,14,12,0.03007518796992481,0.03759398496240601,-0.007518796992481203,-0.04727180186897373,0.3415362405737854,-0.3888080424427591,0.0001955561552078322,-0.20829069924111931,0.20848625539632715
false_session_matching,182.0,17,9,0.09022556390977443,-0.05263157894736842,0.14285714285714285,-0.07465188656521571,-0.3559412096556005,0.2812893230903848,-0.024234951591731058,-0.009292546961992887,-0.01494240462973817
false_session_matching,183.0,20,6,0.08270676691729323,0.03007518796992481,0.05263157894736842,-0.04022649966113967,0.9773319819376747,-1.0175584815988143,-0.0865278787081456,-0.16305197487718948,0.07652409616904388
false_session_matching,184.0,19,7,-0.05263157894736842,0.0,-0.05263157894736842,-0.06837698494707567,0.17626202595120688,-0.24463901089828255,0.0702196402682671,-0.0030778183928252822,0.07329745866109239
false_session_matching,185.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,0.11900003188915509,0.1519402271779411,-0.032940195288786,-0.23447114845170347,-0.017507667428901863,-0.2169634810228016
false_session_matching,186.0,17,9,0.03759398496240601,-0.05263157894736842,0.09022556390977443,0.08893922558273237,0.05092489064433803,0.038014334938394345,-0.049599238401584866,-0.22218278711210626,0.1725835487105214
false_session_matching,187.0,17,9,0.0,0.03759398496240601,-0.03759398496240601,-0.030444843423571122,-0.09070280501084316,0.060257961587272035,-0.027180328138296517,0.05494928324605608,-0.0821296113843526
false_session_matching,188.0,17,9,0.03759398496240601,0.09022556390977443,-0.05263157894736842,-0.12464383117336109,0.5614065383218638,-0.6860503694952249,-0.0190082575690389,0.08129920349435382,-0.10030746106339272
false_session_matching,189.0,18,8,0.018796992481203006,0.09022556390977443,-0.07142857142857142,-0.04644481446624704,-0.6897757842517291,0.6433309697854821,-0.11705497948914201,0.11956599553592895,-0.23662097502507096
false_session_matching,190.0,24,2,-0.007518796992481203,0.06390977443609022,-0.07142857142857142,-0.020040276800527,0.299724370464705,-0.319764647265232,-0.023567436241686446,-0.13919356847543884,0.1156261322337524
false_session_matching,191.0,14,12,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.16440640113554328,0.07651812335429531,0.08788827778124797,-0.1576793410425017,0.013736696432686823,-0.17141603747518852
false_session_matching,192.0,20,6,0.09022556390977443,0.018796992481203006,0.07142857142857142,0.06921135130169875,0.2142481718960385,-0.14503682059433975,-0.06341707750211634,-0.16656414069345615,0.10314706319133982
false_session_matching,193.0,17,9,0.09022556390977443,0.03759398496240601,0.05263157894736842,0.032111564645400215,0.2749481369999005,-0.2428365723545003,-0.08850699706117426,-0.14516270048761193,0.056655703426437665
false_session_matching,194.0,15,11,-0.05263157894736842,0.0,-0.05263157894736842,-0.030444843423571122,0.15513989704408493,-0.18558474046765605,-0.02917469564707753,-0.0030778183928252822,-0.02609687725425225
false_session_matching,195.0,14,12,-0.015037593984962405,-0.007518796992481203,-0.007518796992481203,0.08261711968930929,-0.0579186587415319,0.1405357784308412,-0.16966545075994177,0.0843008969985628,-0.2539663477585046
false_session_matching,196.0,16,10,0.06390977443609022,-0.05263157894736842,0.11654135338345864,0.0013953473121581794,0.30540328820185025,-0.3040079408896921,-0.0685501543449425,-0.08113912741317342,0.012588973068230924
false_session_matching,197.0,18,8,-0.007518796992481203,-0.03383458646616541,0.02631578947368421,-0.04391421541572749,0.4885791712373597,-0.5324933866530872,-0.020837840014400255,-0.21738571631314585,0.1965478762987456
false_session_matching,198.0,21,5,-0.05263157894736842,0.0,-0.05263157894736842,-0.04632168036314388,0.52220347701678,-0.5685251573799239,-0.1318917609171688,-0.26364910779121375,0.13175734687404494
false_session_matching,199.0,13,13,0.03759398496240601,0.09022556390977443,-0.05263157894736842,0.37078066863860126,-0.2917950448460842,0.6625757134846855,-0.014060238387544555,0.06861268565852363,-0.08267292404606819
false_session_matching,200.0,17,9,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,-0.1398513852381047,0.05092489064433803,-0.19077627588244273,-0.05608875265555513,-0.14516270048761193,0.0890739478320568
false_session_matching,201.0,19,7,0.022556390977443608,0.03759398496240601,-0.015037593984962405,-0.053086881140029796,-0.17633245236895423,0.12324557122892443,-0.20877056285853923,-0.024063448604049853,-0.18470711425448938
false_session_matching,202.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,0.19648412658785963,-0.1533084714031694,0.349792597991029,-0.11323170444995334,0.08879372814801778,-0.20202543259797112
false_session_matching,203.0,12,14,-0.015037593984962405,0.011278195488721804,-0.02631578947368421,0.15640252320082526,0.22510292488144867,-0.06870040168062341,-0.06134665968897801,0.05500366289713088,-0.11635032258610889
false_session_matching,204.0,19,7,0.03759398496240601,0.022556390977443608,0.015037593984962405,0.015531284040354976,-0.14850519454826117,0.16403647858861614,-0.06661788310054284,0.1296521726394264,-0.19627005573996925
false_session_matching,205.0,18,8,0.09022556390977443,0.06390977443609022,0.02631578947368421,0.30257404619955275,0.8360437963503637,-0.533469750150811,-0.1465826974252893,-0.22744929031663208,0.08086659289134279
false_session_matching,206.0,18,8,0.11654135338345864,0.018796992481203006,0.09774436090225563,0.09500205917363669,-0.0021504588507597067,0.0971525180243964,-0.08359128811317151,-0.17288971384016394,0.08929842572699243
false_session_matching,207.0,13,13,0.07518796992481203,-0.015037593984962405,0.09022556390977443,0.2997559712563169,0.201877157713946,0.09787881354237093,-0.12748966362234793,-0.14858350285808242,0.02109383923573449
false_session_matching,208.0,19,7,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.35807310061035036,-0.30884475521184074,0.6669178558221911,-0.16390472062562722,-0.027797463978508574,-0.13610725664711865
false_session_matching,209.0,15,11,-0.015037593984962405,-0.015037593984962405,0.0,0.02751172890305842,-0.07503535091663727,0.10254707981969569,-0.05436863033225903,-0.1509291145365088,0.09656048420424979
false_session_matching,210.0,19,7,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,-0.003186287572428448,0.07637783118567842,-0.07956411875810687,0.017836632592378887,-0.14605168440726501,0.1638883169996439
false_session_matching,211.0,13,13,0.09022556390977443,0.0,0.09022556390977443,0.6158678832810676,0.09083339414246971,0.5250344891385978,-0.13892915181679122,0.05134094633732733,-0.19027009815411855
false_session_matching,212.0,17,9,0.022556390977443608,-0.05263157894736842,0.07518796992481203,-0.051488187483685,-0.14850519454826117,0.09701700706457617,-0.08366763702579716,-0.009292546961992887,-0.07437509006380427
false_session_matching,213.0,20,6,0.03007518796992481,0.06390977443609022,-0.03383458646616541,0.23755762887789733,0.5958560262597996,-0.3582983973819023,-0.05741161823723728,0.009009052927814842,-0.06642067116505213
false_session_matching,214.0,13,13,0.022556390977443608,0.07518796992481203,-0.05263157894736842,-0.0843230197682967,0.25870255544191156,-0.34302557521020827,0.022400317780579826,-0.19542921157580384,0.21782952935638367
false_session_matching,215.0,15,11,0.0,0.09022556390977443,-0.09022556390977443,0.14176325998800587,0.17068300997621755,-0.028919749988211674,-0.13060101330161267,-0.024063448604049853,-0.10653756469756281
false_session_matching,216.0,19,7,0.03759398496240601,-0.05263157894736842,0.09022556390977443,-0.19407010518574097,0.1539751148654016,-0.3480452200511426,0.061596023781773646,-0.028790363697006605,0.09038638747878025
false_session_matching,217.0,14,12,0.011278195488721804,0.08270676691729323,-0.07142857142857142,-0.18769393758271136,0.30667474715381604,-0.4943686847365274,0.02759786892389493,-0.11529475382387,0.14289262274776493
false_session_matching,218.0,18,8,0.045112781954887216,-0.07894736842105263,0.12406015037593984,-0.045536750138215565,0.3946503230085272,-0.44018707314674277,-0.07820412477739991,-0.06989171361514468,-0.008312411162255229
false_session_matching,219.0,20,6,0.045112781954887216,0.06390977443609022,-0.018796992481203006,0.4442710351567549,-0.05522143439095761,0.49949246954771254,-0.1475568480264997,0.05832059650884558,-0.2058774445353453
false_session_matching,220.0,14,12,0.03759398496240601,-0.03383458646616541,0.07142857142857142,0.28413668113555257,-0.16511162620576902,0.4492483073413216,-0.16718644069685062,0.010487829249856362,-0.177674269946707
false_session_matching,221.0,16,10,-0.007518796992481203,-0.03383458646616541,0.02631578947368421,0.15326748525103495,0.149090651340112,0.004176833910922939,-0.17393430409237665,-0.0782569251474905,-0.09567737894488615
false_session_matching,222.0,19,7,-0.015037593984962405,0.09022556390977443,-0.10526315789473684,-0.008349812694529835,0.5437785165322597,-0.5521283292267896,0.007841423036732298,-0.14605168440726501,0.1538931074439973
false_session_matching,223.0,16,10,-0.03383458646616541,0.0037593984962406013,-0.03759398496240601,-0.012390025842414998,0.23116888419965065,-0.24355891004206565,-0.031145589610367397,-0.14528730766197095,0.11414171805160356
false_session_matching,224.0,14,12,0.14285714285714285,-0.03383458646616541,0.17669172932330826,0.38733797272640635,0.11676596629069769,0.27057200643570867,-0.022282423466529977,-0.035092796371181345,0.012810372904651368
false_session_matching,225.0,19,7,0.0,-0.05263157894736842,0.05263157894736842,0.1269290041580522,-0.5248261256647453,0.6517551298227975,-0.18560856528602976,0.06861268565852363,-0.2542212509445534
false_session_matching,226.0,15,11,-0.015037593984962405,0.0,-0.015037593984962405,-0.03257839239374105,0.21253820817369284,-0.2451166005674339,-0.0832816053561003,-0.10051662341421874,0.017235018058118445
false_session_matching,227.0,17,9,0.0,0.03759398496240601,-0.03759398496240601,-0.053086881140029796,1.1796890799978184,-1.2327759611378482,-0.06661788310054284,-0.1726365198638926,0.10601863676334977
false_session_matching,228.0,17,9,0.09022556390977443,-0.015037593984962405,0.10526315789473684,-0.06837698494707567,0.3464419591582999,-0.41481894410537556,-0.05608875265555513,-0.11297085487712799,0.05688210222157286
false_session_matching,229.0,14,12,0.05639097744360902,-0.03383458646616541,0.09022556390977443,-0.08082592713485859,-0.2311865443787351,0.1503606172438765,-0.05396924530291436,0.014071455271639888,-0.06804070057455425
false_session_matching,230.0,18,8,-0.03383458646616541,0.09022556390977443,-0.12406015037593984,-0.166587200196731,0.4519122286997066,-0.6184994288964376,0.018365670676937285,-0.1803877588593139,0.1987534295362512
false_session_matching,231.0,16,10,0.09022556390977443,0.09022556390977443,0.0,0.13613277979994898,0.2170011406124146,-0.08086836081246562,-0.08448174498141925,-0.08330570730110398,-0.0011760376803152672
false_session_matching,232.0,19,7,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,0.015531284040354976,-0.1533084714031694,0.16883975544352436,-0.02477159877064583,-0.14231069466538404,0.11753909589473821
false_session_matching,233.0,18,8,0.09022556390977443,0.03759398496240601,0.05263157894736842,0.05916390260716575,0.38970630666558104,-0.3305424040584153,-0.10751450787829975,0.0712613009251839,-0.17877580880348365
false_session_matching,234.0,17,9,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.15745920892389975,-0.09070280501084316,0.2481620139347429,-0.06296955598421672,0.038126865426093115,-0.10109642141030983
false_session_matching,235.0,19,7,-0.015037593984962405,0.09022556390977443,-0.10526315789473684,-0.040008326909688474,0.1519402271779411,-0.19194855408762956,-0.22888017479724576,-0.017507667428901863,-0.2113725073683439
false_session_matching,236.0,16,10,-0.007518796992481203,0.14285714285714285,-0.15037593984962405,0.17548408898303225,0.0722962650311827,0.10318782395184956,-0.03925803407791828,0.026836880059996293,-0.06609491413791457
false_session_matching,237.0,16,10,0.03007518796992481,-0.03383458646616541,0.06390977443609022,0.25782018386029093,0.059198691410108806,0.19862149245018212,-0.07906418593904796,0.09744043127955782,-0.17650461721860577
false_session_matching,238.0,15,11,0.09022556390977443,0.03759398496240601,0.05263157894736842,0.44917992228453896,-0.2917950448460842,0.7409749671306232,-0.12748966362234793,0.14585615421363407,-0.273345817835982
false_session_matching,239.0,12,14,0.03759398496240601,0.06390977443609022,-0.02631578947368421,0.431201881841635,0.46478059787581705,-0.033578716034182055,-0.06898209475320272,0.039590278456762995,-0.10857237320996571
false_session_matching,240.0,20,6,0.09022556390977443,-0.03383458646616541,0.12406015037593984,0.11808627752248646,0.7261483572517355,-0.6080620797292491,-0.1603387285772222,-0.15935114086416524,-0.0009875877130569588
false_session_matching,241.0,16,10,0.09022556390977443,-0.007518796992481203,0.09774436090225563,0.09680814366308232,-0.03878650110365589,0.13559464476673821,-0.10511814231332384,0.01717881955622369,-0.12229696186954753
false_session_matching,242.0,21,5,-0.05263157894736842,-0.015037593984962405,-0.03759398496240601,-0.01168081385640285,1.1374395761533407,-1.1491203900097435,-0.03871171628639258,-0.1726365198638926,0.13392480357750003
false_session_matching,243.0,21,5,0.07518796992481203,0.03759398496240601,0.03759398496240601,-0.028004539225850333,0.1407622558117958,-0.16876679503764613,-0.03767627777928828,-0.11036836895749569,0.07269209117820741
false_session_matching,244.0,19,7,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.4165223994471168,0.24937412029440953,0.16714827915270725,-0.14590645707074534,-0.0488980745629366,-0.09700838250780874
false_session_matching,245.0,17,9,0.09022556390977443,-0.05263157894736842,0.14285714285714285,0.6188623912014104,0.4750190591195582,0.14384333208185218,-0.06718864659820856,-0.07647218248824839,0.009283535890039829
false_session_matching,246.0,20,6,-0.007518796992481203,0.10902255639097744,-0.11654135338345864,0.0421489956636647,-0.11878467996296505,0.16093367562662975,-0.012216216149495862,-0.0066739199745806665,-0.0055422961749151956
false_session_matching,247.0,19,7,0.022556390977443608,0.03759398496240601,-0.015037593984962405,-0.07643607821365084,0.06242132387825583,-0.13885740209190667,-0.011327421557628004,0.03743545750527266,-0.048762879062900666
false_session_matching,248.0,14,12,0.04887218045112782,-0.05263157894736842,0.10150375939849623,0.021503417433966776,-0.005685758058920021,0.027189175492886797,-0.10335535327920065,-0.13112339944952156,0.027768046170320915
false_session_matching,249.0,15,11,0.09022556390977443,0.03759398496240601,0.05263157894736842,0.04967624312485297,0.3143584896284568,-0.26468224650360384,-0.09136551407852034,0.04649188687597139,-0.13785740095449173
false_session_matching,250.0,15,11,0.09022556390977443,0.03759398496240601,0.05263157894736842,-0.034937175805618725,0.17068300997621755,-0.20562018578183627,-0.06257166733814712,0.04729820238160798,-0.1098698697197551
false_session_matching,251.0,17,9,-0.05263157894736842,0.03759398496240601,-0.09022556390977443,-0.035674443063951955,-0.15306660358594648,0.11739216052199453,-0.09211207004350985,0.038126865426093115,-0.13023893546960297
false_session_matching,252.0,17,9,0.0,0.14285714285714285,-0.14285714285714285,-0.2068666020144576,0.8317663379713855,-1.0386329399858432,0.0781562107506053,-0.17105025896616555,0.24920646971677085
false_session_matching,253.0,20,6,-0.015037593984962405,-0.05263157894736842,0.03759398496240601,0.08513286180991808,0.333735024069874,-0.2486021622599559,-0.02250868359976521,0.009537650898618022,-0.03204633449838323
false_session_matching,254.0,13,13,0.14285714285714285,0.03759398496240601,0.10526315789473684,0.4812458680736009,0.12859333086364932,0.3526525372099516,-0.24069256909755876,-0.22218278711210626,-0.0185097819854525
false_session_matching,255.0,20,6,0.04887218045112782,-0.03383458646616541,0.08270676691729323,0.032751885404529,0.6655697076587772,-0.6328178222542482,-0.12915767204191764,-0.16025197353256138,0.03109430149064374
false_session_matching,256.0,15,11,0.03759398496240601,-0.05263157894736842,0.09022556390977443,-0.040008326909688474,0.21800607500929825,-0.2580144019189867,-0.03634026799353274,-0.10755233119464824,0.0712120632011155
false_session_matching,257.0,14,12,0.09022556390977443,0.011278195488721804,0.07894736842105263,0.2596444100008066,0.3904530162293458,-0.13080860622853918,-0.047683663866054715,-0.08452367274264727,0.036840008876592556
false_session_matching,258.0,15,11,0.09022556390977443,0.03759398496240601,0.05263157894736842,-0.09322243260356311,0.8104835618049973,-0.9037059944085604,-0.11878999326756778,-0.18616178867871902,0.06737179541115124
false_session_matching,259.0,18,8,-0.015037593984962405,0.06390977443609022,-0.07894736842105263,0.011308402531209127,0.5967583129615066,-0.5854499104302975,-0.14743210410495577,-0.0026486413425929056,-0.14478346276236287
false_session_matching,260.0,15,11,-0.015037593984962405,0.0,-0.015037593984962405,-0.06650480985165341,0.17626202595120688,-0.2427668358028603,-0.1359955925417351,0.04649188687597139,-0.1824874794177065
false_session_matching,261.0,16,10,0.045112781954887216,-0.06015037593984962,0.10526315789473684,0.052861264578403455,0.4658672523213432,-0.41300598774293973,-0.11640134495798371,-0.23064679431169222,0.1142454493537085
false_session_matching,262.0,22,4,0.03759398496240601,0.11654135338345864,-0.07894736842105263,-0.0013816509975379532,1.3972576515549493,-1.3986393025524873,-0.09627469449180825,-0.20805655498358067,0.11178186049177241
false_session_matching,263.0,21,5,-0.05263157894736842,-0.05263157894736842,0.0,-0.051488187483685,1.0052063455880509,-1.0566945330717359,-0.028281731137054233,-0.26342601295290624,0.235144281815852
false_session_matching,264.0,14,12,-0.02631578947368421,-0.03383458646616541,0.007518796992481203,0.0020535127097749406,0.06402448328634125,-0.06197097057656631,-0.10926553766269342,-0.02285341253729678,-0.08641212512539664
false_session_matching,265.0,18,8,-0.015037593984962405,-0.07894736842105263,0.06390977443609022,0.41560323201182037,-0.414775957306446,0.8303791893182664,-0.16780612567454445,0.11014628633204748,-0.27795241200659193
false_session_matching,266.0,20,6,0.011278195488721804,0.09022556390977443,-0.07894736842105263,0.054619413273740536,0.37498359805972936,-0.3203641847859888,-0.13857766997898224,-0.09412486604027581,-0.04445280393870643
false_session_matching,267.0,16,10,0.06390977443609022,0.06390977443609022,0.0,0.1557291533174998,0.5546221273861842,-0.3988929740686844,-0.05453405089956265,-0.1110587831203056,0.056524732220742946
false_session_matching,268.0,21,5,-0.015037593984962405,0.14285714285714285,-0.15789473684210525,-0.06945417415881971,0.5522415422675326,-0.6216957164263524,0.004476967205714999,-0.20507112935191207,0.20954809655762707
false_session_matching,269.0,16,10,-0.015037593984962405,0.03759398496240601,-0.05263157894736842,0.06656478640486019,0.43494610261491906,-0.3683813162100589,-1.5777833598740187e-05,0.03131356956954301,-0.03132934740314175
false_session_matching,270.0,16,10,0.03007518796992481,0.06390977443609022,-0.03383458646616541,-0.10974804005296313,-0.07241990831242462,-0.037328131740538506,-0.008079662294020462,-0.15337944698211115,0.14529978468809068
false_session_matching,271.0,19,7,-0.05263157894736842,-0.05263157894736842,0.0,-0.26068100319795384,0.5773933452569975,-0.8380743484549513,0.12513837851047827,-0.07377482122478618,0.19891319973526445
false_session_matching,272.0,18,8,-0.007518796992481203,0.09022556390977443,-0.09774436090225563,0.014511134633510281,0.26129418043826935,-0.24678304580475907,-0.06872837044794844,-0.059393841969941796,-0.009334528478006643
false_session_matching,273.0,18,8,0.09022556390977443,0.018796992481203006,0.07142857142857142,-0.01735038833357705,0.16353485194130002,-0.18088524027487707,-0.06703878474496627,-0.1513451489955573,0.08430636425059101
